Gas,Source,T_K,T_C,P_bar,Sal_m,x_fresh,x_brine,T_fresh,P_fresh,dT_K,dP_pct,ks_data
H2S,Barrett 1988,368.150000,95.000000,1.013250,3.000000,0.000169,0.000131,367.650000,1.013250,0.500000,0.000000,0.036872
H2S,Barrett 1988,365.150000,92.000000,1.013250,3.000000,0.000166,0.000169,367.150000,1.013250,2.000000,0.000000,-0.002593
H2S,Barrett 1988,365.150000,92.000000,1.013250,3.000000,0.000166,0.000181,367.150000,1.013250,2.000000,0.000000,-0.012523
H2S,Barrett 1988,365.150000,92.000000,1.013250,3.000000,0.000166,0.000170,367.150000,1.013250,2.000000,0.000000,-0.003447
H2S,Barrett 1988,365.150000,92.000000,1.013250,3.000000,0.000166,0.000170,367.150000,1.013250,2.000000,0.000000,-0.003447
H2S,Barrett 1988,369.150000,96.000000,1.013250,3.000000,0.000169,0.000121,367.650000,1.013250,1.500000,0.000000,0.048367
H2S,Barrett 1988,369.150000,96.000000,1.013250,3.000000,0.000169,0.000125,367.650000,1.013250,1.500000,0.000000,0.043659
H2S,Barrett 1988,369.150000,96.000000,1.013250,3.000000,0.000169,0.000123,367.650000,1.013250,1.500000,0.000000,0.045994
H2S,Barrett 1988,369.650000,96.500000,1.013250,3.000000,0.000169,0.000124,367.650000,1.013250,2.000000,0.000000,0.044822
H2S,Barrett 1988,369.650000,96.500000,1.013250,3.000000,0.000169,0.000128,367.650000,1.013250,2.000000,0.000000,0.040226
H2S,Barrett 1988,367.450000,94.300000,1.013250,3.000000,0.000169,0.000145,367.650000,1.013250,0.200000,0.000000,0.022173
H2S,Barrett 1988,367.450000,94.300000,1.013250,3.000000,0.000169,0.000142,367.650000,1.013250,0.200000,0.000000,0.025199
H2S,Barrett 1988,368.150000,95.000000,1.013250,3.000000,0.000169,0.000135,367.650000,1.013250,0.500000,0.000000,0.032518
H2S,Barrett 1988,368.150000,95.000000,1.013250,3.000000,0.000169,0.000131,367.650000,1.013250,0.500000,0.000000,0.036872
H2S,Barrett 1988,367.150000,94.000000,1.013250,3.000000,0.000166,0.000147,367.150000,1.013250,0.000000,0.000000,0.017597
H2S,Barrett 1988,367.150000,94.000000,1.013250,3.000000,0.000166,0.000148,367.150000,1.013250,0.000000,0.000000,0.016615
H2S,Barrett 1988,369.150000,96.000000,1.013250,3.000000,0.000169,0.000124,367.650000,1.013250,1.500000,0.000000,0.044822
H2S,Barrett 1988,353.150000,80.000000,1.013250,4.000000,0.000410,0.000259,354.150000,1.013250,1.000000,0.000000,0.049871
H2S,Barrett 1988,353.150000,80.000000,1.013250,4.000000,0.000410,0.000263,354.150000,1.013250,1.000000,0.000000,0.048207
H2S,Barrett 1988,353.150000,80.000000,1.013250,4.000000,0.000410,0.000261,354.150000,1.013250,1.000000,0.000000,0.049036
H2S,Barrett 1988,353.150000,80.000000,1.013250,4.000000,0.000410,0.000263,354.150000,1.013250,1.000000,0.000000,0.048207
H2S,Barrett 1988,354.650000,81.500000,1.013250,4.000000,0.000410,0.000244,354.150000,1.013250,0.500000,0.000000,0.056349
H2S,Barrett 1988,296.650000,23.500000,1.013250,4.000000,0.001836,0.001017,296.650000,1.013250,0.000000,0.000000,0.064138
H2S,Barrett 1988,296.650000,23.500000,1.013250,4.000000,0.001836,0.000998,296.650000,1.013250,0.000000,0.000000,0.066186
H2S,Barrett 1988,296.150000,23.000000,1.013250,4.000000,0.001836,0.001029,296.650000,1.013250,0.500000,0.000000,0.062864
H2S,Barrett 1988,296.150000,23.000000,1.013250,4.000000,0.001836,0.000995,296.650000,1.013250,0.500000,0.000000,0.066512
H2S,Barrett 1988,301.150000,28.000000,1.013250,4.000000,0.001654,0.000930,300.650000,1.013250,0.500000,0.000000,0.062513
H2S,Barrett 1988,300.450000,27.300000,1.013250,4.000000,0.001654,0.000963,300.650000,1.013250,0.200000,0.000000,0.058727
H2S,Barrett 1988,300.450000,27.300000,1.013250,4.000000,0.001654,0.000910,300.650000,1.013250,0.200000,0.000000,0.064874
H2S,Barrett 1988,300.650000,27.500000,1.013250,4.000000,0.001654,0.000907,300.650000,1.013250,0.000000,0.000000,0.065232
H2S,Barrett 1988,300.650000,27.500000,1.013250,4.000000,0.001654,0.000916,300.650000,1.013250,0.000000,0.000000,0.064160
H2S,Barrett 1988,300.650000,27.500000,1.013250,4.000000,0.001654,0.000915,300.650000,1.013250,0.000000,0.000000,0.064279
H2S,Barrett 1988,300.650000,27.500000,1.013250,4.000000,0.001654,0.000934,300.650000,1.013250,0.000000,0.000000,0.062047
H2S,Barrett 1988,300.650000,27.500000,1.013250,4.000000,0.001654,0.000918,300.650000,1.013250,0.000000,0.000000,0.063923
H2S,Barrett 1988,300.650000,27.500000,1.013250,4.000000,0.001654,0.000466,300.650000,1.013250,0.000000,0.000000,0.137537
H2S,Barrett 1988,300.650000,27.500000,1.013250,4.000000,0.001654,0.000470,300.650000,1.013250,0.000000,0.000000,0.136609
H2S,Barrett 1988,300.650000,27.500000,1.013250,4.000000,0.001654,0.000461,300.650000,1.013250,0.000000,0.000000,0.138709
H2S,Barrett 1988,298.150000,25.000000,1.013250,4.000000,0.001599,0.000952,298.150000,1.013250,0.000000,0.000000,0.056303
H2S,Barrett 1988,298.150000,25.000000,1.013250,4.000000,0.001599,0.000949,298.150000,1.013250,0.000000,0.000000,0.056646
H2S,Barrett 1988,300.450000,27.300000,1.013250,4.000000,0.001654,0.000912,300.650000,1.013250,0.200000,0.000000,0.064635
H2S,Barrett 1988,300.450000,27.300000,1.013250,4.000000,0.001654,0.000905,300.650000,1.013250,0.200000,0.000000,0.065472
H2S,Barrett 1988,301.150000,28.000000,1.013250,4.000000,0.001654,0.000899,300.650000,1.013250,0.500000,0.000000,0.066194
H2S,Barrett 1988,301.150000,28.000000,1.013250,4.000000,0.001654,0.000891,300.650000,1.013250,0.500000,0.000000,0.067164
H2S,Barrett 1988,301.150000,28.000000,1.013250,4.000000,0.001654,0.000910,300.650000,1.013250,0.500000,0.000000,0.064874
H2S,Barrett 1988,333.650000,60.500000,1.013250,4.000000,0.000850,0.000397,333.150000,1.013250,0.500000,0.000000,0.082657
H2S,Barrett 1988,333.650000,60.500000,1.013250,4.000000,0.000850,0.000392,333.150000,1.013250,0.500000,0.000000,0.084033
H2S,Barrett 1988,333.650000,60.500000,1.013250,4.000000,0.000850,0.000457,333.150000,1.013250,0.500000,0.000000,0.067376
H2S,Barrett 1988,333.650000,60.500000,1.013250,4.000000,0.000850,0.000452,333.150000,1.013250,0.500000,0.000000,0.068570
H2S,Barrett 1988,333.650000,60.500000,1.013250,4.000000,0.000850,0.000451,333.150000,1.013250,0.500000,0.000000,0.068811
H2S,Barrett 1988,333.650000,60.500000,1.013250,4.000000,0.000850,0.000457,333.150000,1.013250,0.500000,0.000000,0.067376
H2S,Barrett 1988,333.150000,60.000000,1.013250,4.000000,0.000850,0.000458,333.150000,1.013250,0.000000,0.000000,0.067138
H2S,Barrett 1988,333.150000,60.000000,1.013250,4.000000,0.000850,0.000460,333.150000,1.013250,0.000000,0.000000,0.066665
H2S,Barrett 1988,333.150000,60.000000,1.013250,4.000000,0.000850,0.000465,333.150000,1.013250,0.000000,0.000000,0.065491
H2S,Barrett 1988,333.150000,60.000000,1.013250,4.000000,0.000850,0.000461,333.150000,1.013250,0.000000,0.000000,0.066430
H2S,Barrett 1988,334.650000,61.500000,1.013250,4.000000,0.000750,0.000437,334.150000,1.013250,0.500000,0.000000,0.058645
H2S,Barrett 1988,334.650000,61.500000,1.013250,4.000000,0.000750,0.000430,334.150000,1.013250,0.500000,0.000000,0.060398
H2S,Barrett 1988,334.150000,61.000000,1.013250,4.000000,0.000750,0.000423,334.150000,1.013250,0.000000,0.000000,0.062180
H2S,Barrett 1988,334.150000,61.000000,1.013250,4.000000,0.000750,0.000411,334.150000,1.013250,0.000000,0.000000,0.065305
H2S,Barrett 1988,334.150000,61.000000,1.013250,4.000000,0.000750,0.000416,334.150000,1.013250,0.000000,0.000000,0.063992
H2S,Barrett 1988,354.150000,81.000000,1.013250,4.000000,0.000410,0.000231,354.150000,1.013250,0.000000,0.000000,0.062293
H2S,Barrett 1988,354.650000,81.500000,1.013250,4.000000,0.000410,0.000244,354.150000,1.013250,0.500000,0.000000,0.056349
H2S,Barrett 1988,354.650000,81.500000,1.013250,4.000000,0.000410,0.000237,354.150000,1.013250,0.500000,0.000000,0.059509
H2S,Barrett 1988,354.650000,81.500000,1.013250,4.000000,0.000410,0.000236,354.150000,1.013250,0.500000,0.000000,0.059968
H2S,Barrett 1988,353.150000,80.000000,1.013250,4.000000,0.000410,0.000249,354.150000,1.013250,1.000000,0.000000,0.054146
H2S,Barrett 1988,353.150000,80.000000,1.013250,4.000000,0.000410,0.000248,354.150000,1.013250,1.000000,0.000000,0.054583
H2S,Barrett 1988,353.150000,80.000000,1.013250,4.000000,0.000410,0.000238,354.150000,1.013250,1.000000,0.000000,0.059052
H2S,Barrett 1988,369.150000,96.000000,1.013250,4.000000,0.000169,0.000131,367.650000,1.013250,1.500000,0.000000,0.027654
H2S,Barrett 1988,369.150000,96.000000,1.013250,4.000000,0.000169,0.000126,367.650000,1.013250,1.500000,0.000000,0.031879
H2S,Barrett 1988,367.150000,94.000000,1.013250,4.000000,0.000166,0.000140,367.150000,1.013250,0.000000,0.000000,0.018495
H2S,Barrett 1988,368.150000,95.000000,1.013250,4.000000,0.000169,0.000115,367.650000,1.013250,0.500000,0.000000,0.041797
H2S,Barrett 1988,368.150000,95.000000,1.013250,4.000000,0.000169,0.000117,367.650000,1.013250,0.500000,0.000000,0.039925
H2S,Barrett 1988,368.150000,95.000000,1.013250,4.000000,0.000169,0.000118,367.650000,1.013250,0.500000,0.000000,0.039001
H2S,Barrett 1988,368.150000,95.000000,1.013250,4.000000,0.000169,0.000126,367.650000,1.013250,0.500000,0.000000,0.031879
H2S,Barrett 1988,367.650000,94.500000,1.013250,4.000000,0.000169,0.000130,367.650000,1.013250,0.000000,0.000000,0.028486
H2S,Barrett 1988,367.650000,94.500000,1.013250,4.000000,0.000169,0.000129,367.650000,1.013250,0.000000,0.000000,0.029324
H2S,Barrett 1988,367.150000,94.000000,1.013250,4.000000,0.000166,0.000137,367.150000,1.013250,0.000000,0.000000,0.020847
H2S,Barrett 1988,367.150000,94.000000,1.013250,4.000000,0.000166,0.000136,367.150000,1.013250,0.000000,0.000000,0.021642
H2S,Barrett 1988,368.150000,95.000000,1.013250,4.000000,0.000169,0.000126,367.650000,1.013250,0.500000,0.000000,0.031879
H2S,Barrett 1988,368.150000,95.000000,1.013250,4.000000,0.000169,0.000130,367.650000,1.013250,0.500000,0.000000,0.028486
H2S,Barrett 1988,368.150000,95.000000,1.013250,4.000000,0.000169,0.000129,367.650000,1.013250,0.500000,0.000000,0.029324
H2S,Barrett 1988,368.150000,95.000000,1.013250,4.000000,0.000169,0.000131,367.650000,1.013250,0.500000,0.000000,0.027654
H2S,Barrett 1988,368.150000,95.000000,1.013250,4.000000,0.000169,0.000122,367.650000,1.013250,0.500000,0.000000,0.035382
H2S,Barrett 1988,368.150000,95.000000,1.013250,4.000000,0.000169,0.000123,367.650000,1.013250,0.500000,0.000000,0.034495
H2S,Barrett 1988,368.150000,95.000000,1.013250,4.000000,0.000169,0.000121,367.650000,1.013250,0.500000,0.000000,0.036275
H2S,Barrett 1988,369.150000,96.000000,1.013250,4.000000,0.000169,0.000124,367.650000,1.013250,1.500000,0.000000,0.033616
H2S,Barrett 1988,369.150000,96.000000,1.013250,4.000000,0.000169,0.000122,367.650000,1.013250,1.500000,0.000000,0.035382
H2S,Barrett 1988,369.150000,96.000000,1.013250,4.000000,0.000169,0.000124,367.650000,1.013250,1.500000,0.000000,0.033616
H2S,Barrett 1988,369.150000,96.000000,1.013250,4.000000,0.000169,0.000114,367.650000,1.013250,1.500000,0.000000,0.042745
H2S,Barrett 1988,366.150000,93.000000,1.013250,4.000000,0.000166,0.000147,367.150000,1.013250,1.000000,0.000000,0.013198
H2S,Barrett 1988,366.150000,93.000000,1.013250,4.000000,0.000166,0.000143,367.150000,1.013250,1.000000,0.000000,0.016193
H2S,Barrett 1988,369.150000,96.000000,1.013250,4.000000,0.000169,0.000122,367.650000,1.013250,1.500000,0.000000,0.035382
H2S,Barrett 1988,365.150000,92.000000,1.013250,4.000000,0.000166,0.000148,367.150000,1.013250,2.000000,0.000000,0.012462
H2S,Barrett 1988,365.150000,92.000000,1.013250,4.000000,0.000166,0.000148,367.150000,1.013250,2.000000,0.000000,0.012462
H2S,Barrett 1988,298.150000,25.000000,1.013250,5.000000,0.001599,0.000847,298.150000,1.013250,0.000000,0.000000,0.055193
H2S,Barrett 1988,298.150000,25.000000,1.013250,5.000000,0.001599,0.000824,298.150000,1.013250,0.000000,0.000000,0.057584
H2S,Barrett 1988,298.150000,25.000000,1.013250,5.000000,0.001599,0.000783,298.150000,1.013250,0.000000,0.000000,0.062017
H2S,Barrett 1988,297.650000,24.500000,1.013250,5.000000,0.001814,0.000849,297.150000,1.013250,0.500000,0.000000,0.065946
H2S,Barrett 1988,297.650000,24.500000,1.013250,5.000000,0.001814,0.000841,297.150000,1.013250,0.500000,0.000000,0.066768
H2S,Barrett 1988,297.150000,24.000000,1.013250,5.000000,0.001814,0.000912,297.150000,1.013250,0.000000,0.000000,0.059728
H2S,Barrett 1988,297.150000,24.000000,1.013250,5.000000,0.001814,0.000934,297.150000,1.013250,0.000000,0.000000,0.057658
H2S,Barrett 1988,333.650000,60.500000,1.013250,5.000000,0.000850,0.000364,333.150000,1.013250,0.500000,0.000000,0.073664
H2S,Barrett 1988,333.650000,60.500000,1.013250,5.000000,0.000850,0.000383,333.150000,1.013250,0.500000,0.000000,0.069244
H2S,Barrett 1988,333.650000,60.500000,1.013250,5.000000,0.000850,0.000391,333.150000,1.013250,0.500000,0.000000,0.067448
H2S,Barrett 1988,333.650000,60.500000,1.013250,5.000000,0.000850,0.000389,333.150000,1.013250,0.500000,0.000000,0.067894
H2S,Barrett 1988,333.650000,60.500000,1.013250,5.000000,0.000850,0.000377,333.150000,1.013250,0.500000,0.000000,0.070616
H2S,Barrett 1988,333.650000,60.500000,1.013250,5.000000,0.000850,0.000401,333.150000,1.013250,0.500000,0.000000,0.065255
H2S,Barrett 1988,333.650000,60.500000,1.013250,5.000000,0.000850,0.000396,333.150000,1.013250,0.500000,0.000000,0.066345
H2S,Barrett 1988,333.650000,60.500000,1.013250,5.000000,0.000850,0.000389,333.150000,1.013250,0.500000,0.000000,0.067894
H2S,Barrett 1988,353.150000,80.000000,1.013250,5.000000,0.000410,0.000223,354.150000,1.013250,1.000000,0.000000,0.052896
H2S,Barrett 1988,353.150000,80.000000,1.013250,5.000000,0.000410,0.000224,354.150000,1.013250,1.000000,0.000000,0.052507
H2S,Barrett 1988,353.150000,80.000000,1.013250,5.000000,0.000410,0.000232,354.150000,1.013250,1.000000,0.000000,0.049459
H2S,Barrett 1988,353.150000,80.000000,1.013250,5.000000,0.000410,0.000230,354.150000,1.013250,1.000000,0.000000,0.050211
H2S,Barrett 1988,353.150000,80.000000,1.013250,5.000000,0.000410,0.000242,354.150000,1.013250,1.000000,0.000000,0.045794
H2S,Barrett 1988,353.150000,80.000000,1.013250,5.000000,0.000410,0.000239,354.150000,1.013250,1.000000,0.000000,0.046877
H2S,Barrett 1988,368.150000,95.000000,1.013250,5.000000,0.000169,0.000116,367.650000,1.013250,0.500000,0.000000,0.032686
H2S,Barrett 1988,368.150000,95.000000,1.013250,5.000000,0.000169,0.000111,367.650000,1.013250,0.500000,0.000000,0.036513
H2S,Barrett 1988,368.150000,95.000000,1.013250,5.000000,0.000169,0.000113,367.650000,1.013250,0.500000,0.000000,0.034962
H2S,Barrett 1988,368.150000,95.000000,1.013250,5.000000,0.000169,0.000115,367.650000,1.013250,0.500000,0.000000,0.033438
N2,O'Sullivan 1966,324.650000,51.500000,101.300000,1.000000,0.000810,0.000600,324.650000,101.300000,0.000000,0.000000,0.130334
N2,O'Sullivan 1966,324.650000,51.500000,202.600000,1.000000,0.001470,0.001090,324.650000,202.600000,0.000000,0.000000,0.129891
N2,O'Sullivan 1966,324.650000,51.500000,304.000000,1.000000,0.002050,0.001520,324.650000,304.000000,0.000000,0.000000,0.129910
N2,O'Sullivan 1966,324.650000,51.500000,405.300000,1.000000,0.002540,0.001900,324.650000,405.300000,0.000000,0.000000,0.126080
N2,O'Sullivan 1966,324.650000,51.500000,506.600000,1.000000,0.003000,0.002260,324.650000,506.600000,0.000000,0.000000,0.123013
N2,O'Sullivan 1966,324.650000,51.500000,607.900000,1.000000,0.003440,0.002590,324.650000,607.900000,0.000000,0.000000,0.123259
N2,O'Sullivan 1970,324.650000,51.500000,101.330000,1.000000,0.000799,0.000593,324.650000,101.330000,0.000000,0.000000,0.129492
N2,O'Sullivan 1970,324.650000,51.500000,202.650000,1.000000,0.001454,0.001076,324.650000,202.650000,0.000000,0.000000,0.130752
N2,O'Sullivan 1970,324.650000,51.500000,202.650000,4.000000,0.001454,0.000500,324.650000,202.650000,0.000000,0.000000,0.115899
N2,O'Sullivan 1970,324.650000,51.500000,303.980000,1.000000,0.002017,0.001497,324.650000,303.980000,0.000000,0.000000,0.129484
N2,O'Sullivan 1970,324.650000,51.500000,303.980000,4.000000,0.002017,0.000700,324.650000,303.980000,0.000000,0.000000,0.114902
N2,O'Sullivan 1970,324.650000,51.500000,405.300000,1.000000,0.002490,0.001860,324.650000,405.300000,0.000000,0.000000,0.126686
N2,O'Sullivan 1970,324.650000,51.500000,405.300000,4.000000,0.002490,0.000878,324.650000,405.300000,0.000000,0.000000,0.113176
N2,O'Sullivan 1970,324.650000,51.500000,506.630000,1.000000,0.002920,0.002216,324.650000,506.630000,0.000000,0.000000,0.119813
N2,O'Sullivan 1970,324.650000,51.500000,506.630000,4.000000,0.002920,0.001034,324.650000,506.630000,0.000000,0.000000,0.112716
N2,O'Sullivan 1970,324.650000,51.500000,607.950000,1.000000,0.003350,0.002530,324.650000,607.950000,0.000000,0.000000,0.121924
N2,O'Sullivan 1970,324.650000,51.500000,607.950000,4.000000,0.003350,0.001179,324.650000,607.950000,0.000000,0.000000,0.113383
N2,O'Sullivan 1970,375.650000,102.500000,102.340000,1.000000,0.000777,0.000603,375.650000,102.340000,0.000000,0.000000,0.110104
N2,O'Sullivan 1970,375.650000,102.500000,203.660000,1.000000,0.001447,0.001113,375.650000,203.660000,0.000000,0.000000,0.113973
N2,O'Sullivan 1970,375.650000,102.500000,203.660000,4.000000,0.001447,0.000523,375.650000,203.660000,0.000000,0.000000,0.110492
N2,O'Sullivan 1970,375.650000,102.500000,306.000000,1.000000,0.002005,0.001538,375.650000,306.000000,0.000000,0.000000,0.115158
N2,O'Sullivan 1970,375.650000,102.500000,306.000000,4.000000,0.002005,0.000731,375.650000,306.000000,0.000000,0.000000,0.109549
N2,O'Sullivan 1970,375.650000,102.500000,408.340000,1.000000,0.002520,0.001920,375.650000,408.340000,0.000000,0.000000,0.118099
N2,O'Sullivan 1970,375.650000,102.500000,408.340000,4.000000,0.002520,0.000899,375.650000,408.340000,0.000000,0.000000,0.111910
N2,O'Sullivan 1970,375.650000,102.500000,509.670000,1.000000,0.002980,0.002252,375.650000,509.670000,0.000000,0.000000,0.121648
N2,O'Sullivan 1970,375.650000,102.500000,509.670000,4.000000,0.002980,0.001047,375.650000,509.670000,0.000000,0.000000,0.113567
N2,O'Sullivan 1970,375.650000,102.500000,612.000000,1.000000,0.003370,0.002600,375.650000,612.000000,0.000000,0.000000,0.112657
N2,O'Sullivan 1970,375.650000,102.500000,612.000000,4.000000,0.003370,0.001205,375.650000,612.000000,0.000000,0.000000,0.111661
N2,O'Sullivan 1970,398.150000,125.000000,104.360000,1.000000,0.000808,0.000632,398.150000,104.360000,0.000000,0.000000,0.106694
N2,O'Sullivan 1970,398.150000,125.000000,206.700000,1.000000,0.001492,0.001102,398.150000,206.700000,0.000000,0.000000,0.131587
N2,O'Sullivan 1970,398.150000,125.000000,206.700000,4.000000,0.001492,0.000567,398.150000,206.700000,0.000000,0.000000,0.105046
N2,O'Sullivan 1970,398.150000,125.000000,309.040000,1.000000,0.002047,0.001533,398.150000,309.040000,0.000000,0.000000,0.125576
N2,O'Sullivan 1970,398.150000,125.000000,309.040000,4.000000,0.002047,0.000740,398.150000,309.040000,0.000000,0.000000,0.110472
N2,O'Sullivan 1970,398.150000,125.000000,410.370000,1.000000,0.002570,0.001883,398.150000,410.370000,0.000000,0.000000,0.135083
N2,O'Sullivan 1970,398.150000,125.000000,410.370000,4.000000,0.002570,0.000921,398.150000,410.370000,0.000000,0.000000,0.111418
N2,O'Sullivan 1970,398.150000,125.000000,513.720000,1.000000,0.003060,0.002231,398.150000,513.720000,0.000000,0.000000,0.137222
N2,O'Sullivan 1970,398.150000,125.000000,513.720000,4.000000,0.003060,0.001041,398.150000,513.720000,0.000000,0.000000,0.117068
N2,O'Sullivan 1970,398.150000,125.000000,616.060000,1.000000,0.003510,0.002550,398.150000,616.060000,0.000000,0.000000,0.138767
N2,O'Sullivan 1970,398.150000,125.000000,616.060000,4.000000,0.003510,0.001227,398.150000,616.060000,0.000000,0.000000,0.114116
H2,Chahab 2023,298.200000,25.050000,100.710000,1.000000,0.001360,0.001070,298.200000,100.010000,0.000000,0.695065,0.104087
H2,Chahab 2023,298.300000,25.150000,150.010000,1.000000,0.001997,0.001593,298.050000,150.010000,0.250000,0.000000,0.098122
H2,Chahab 2023,298.150000,25.000000,150.010000,1.000000,0.001997,0.001612,298.050000,150.010000,0.100000,0.000000,0.092849
H2,Chahab 2023,298.300000,25.150000,200.010000,1.000000,0.002644,0.002136,298.150000,200.010000,0.150000,0.000000,0.092706
H2,Chahab 2023,323.200000,50.050000,100.310000,1.000000,0.001239,0.001021,323.500000,101.310000,0.300000,0.996910,0.084137
H2,Chahab 2023,323.400000,50.250000,100.610000,1.000000,0.001239,0.001021,323.500000,101.310000,0.100000,0.695756,0.084227
H2,Chahab 2023,323.350000,50.200000,101.010000,1.000000,0.001239,0.001024,323.500000,101.310000,0.150000,0.297000,0.082749
H2,Chahab 2023,323.200000,50.050000,150.060000,1.000000,0.002011,0.001514,323.550000,165.010000,0.350000,9.962682,0.123389
H2,Chahab 2023,323.300000,50.150000,175.010000,1.000000,0.002011,0.001767,323.550000,165.010000,0.250000,5.713959,0.056143
H2,Chahab 2023,323.300000,50.150000,199.910000,1.000000,0.002442,0.002026,323.300000,199.910000,0.000000,0.000000,0.081103
H2,Chahab 2023,323.200000,50.050000,200.010000,1.000000,0.002442,0.002045,323.300000,199.910000,0.100000,0.049998,0.077055
H2,Chahab 2023,373.250000,100.100000,100.110000,1.000000,0.001403,0.001197,373.800000,100.010000,0.550000,0.099890,0.069168
H2,Chahab 2023,373.150000,100.000000,175.510000,1.000000,0.002433,0.002040,373.650000,175.110000,0.500000,0.227907,0.076596
H2,Chahab 2023,298.150000,25.000000,100.010000,2.000000,0.001360,0.000886,298.200000,100.010000,0.050000,0.000000,0.092945
H2,Chahab 2023,298.050000,24.900000,150.010000,2.000000,0.001997,0.001322,298.050000,150.010000,0.000000,0.000000,0.089493
H2,Chahab 2023,298.050000,24.900000,200.010000,2.000000,0.002644,0.001718,298.150000,200.010000,0.100000,0.000000,0.093556
H2,Chahab 2023,323.200000,50.050000,100.010000,2.000000,0.001239,0.000883,323.500000,101.310000,0.300000,1.299870,0.073698
H2,Chahab 2023,323.400000,50.250000,150.010000,2.000000,0.002011,0.001312,323.550000,165.010000,0.150000,9.999333,0.092688
H2,Chahab 2023,323.350000,50.200000,150.010000,2.000000,0.002011,0.001289,323.550000,165.010000,0.200000,9.999333,0.096578
H2,Chahab 2023,323.400000,50.250000,200.010000,2.000000,0.002455,0.001724,323.350000,200.110000,0.050000,0.049998,0.076736
H2,Chahab 2023,373.050000,99.900000,100.010000,2.000000,0.001403,0.000994,373.800000,100.010000,0.750000,0.000000,0.074931
H2,Chahab 2023,298.200000,25.050000,100.010000,4.000000,0.001360,0.000594,298.200000,100.010000,0.000000,0.000000,0.089893
H2,Chahab 2023,298.200000,25.050000,150.010000,4.000000,0.001997,0.000936,298.050000,150.010000,0.150000,0.000000,0.082270
H2,Chahab 2023,298.150000,25.000000,200.010000,4.000000,0.002644,0.001218,298.150000,200.010000,0.000000,0.000000,0.084118
H2,Chahab 2023,323.300000,50.150000,100.010000,4.000000,0.001239,0.000617,323.500000,101.310000,0.200000,1.299870,0.075655
H2,Chahab 2023,323.400000,50.250000,150.010000,4.000000,0.002011,0.000958,323.550000,165.010000,0.150000,9.999333,0.080575
H2,Chahab 2023,323.400000,50.250000,200.010000,4.000000,0.002455,0.001292,323.350000,200.110000,0.050000,0.049998,0.069657
H2,Chahab 2023,373.250000,100.100000,100.010000,4.000000,0.001403,0.000780,373.800000,100.010000,0.550000,0.000000,0.063778
CH4,McGee 1981,546.650000,273.500000,117.600000,0.912400,0.004063,0.003053,545.750000,118.000000,0.900000,0.340136,0.136037
CH4,McGee 1981,547.850000,274.700000,119.500000,0.912400,0.004063,0.003053,545.750000,118.000000,2.100000,1.255230,0.136037
CH4,McGee 1981,545.550000,272.400000,110.200000,0.912400,0.004063,0.003053,545.750000,118.000000,0.200000,7.078040,0.136037
CH4,Blount 1982,373.930000,100.780000,1554.000000,0.055100,0.006378,0.006359,373.370000,1542.000000,0.560000,0.772201,0.023515
CH4,Blount 1982,373.930000,100.780000,1310.000000,0.055100,0.006365,0.006280,372.650000,1317.000000,1.280000,0.534351,0.105967
CH4,Blount 1982,373.930000,100.780000,1310.000000,0.055100,0.006365,0.006059,372.650000,1317.000000,1.280000,0.534351,0.388339
CH4,Blount 1982,373.370000,100.220000,1107.000000,0.055100,0.005676,0.005537,373.370000,1105.000000,0.000000,0.180668,0.195424
CH4,Blount 1982,373.370000,100.220000,1107.000000,0.055100,0.005676,0.005642,373.370000,1105.000000,0.000000,0.180668,0.047356
